artist,track,uri,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,label
Kodak Black,No Flockin',34oWbFBfGEElvgO0a5c9V4,0.943,0.595,5,-8.372,0,0.191,0.0673,0.0,0.0839,0.815,117.532,165291,4,nick
Juice WRLD,Bandit (with YoungBoy Never Broke Again),6Gg1gjgKi2AK4e0qzsR7sd,0.474,0.631,5,-5.884,0,0.343,0.0687,0.0,0.132,0.425,180.051,189323,4,nick
6ix9ine,TROLLZ (with Nicki Minaj),3dVvWnj4D8JGkKvo6Hucso,0.744,0.422,1,-8.946,1,0.294,0.0319,0.00011,0.11,0.493,180.006,202667,4,nick
ARMNHMR,Silver Lining (feat. KARRA),0j2wk6O1tASLinYDfs97oo,0.3,0.823,4,-4.195,0,0.0569,0.0835,0.000162,0.0747,0.174,152.138,214737,4,nick
ONE OK ROCK,Kanzen kankaku Dreamer,1XT0cpl9g0GuRQJao2nqXd,0.558,0.914,6,-3.395,0,0.0996,0.000191,0.0,0.132,0.711,94.975,252200,4,nick
Metro Boomin,Lesbian (feat. Gunna & Young Thug),3tkFCUaISwablf9MJydsuB,0.8,0.406,6,-8.892,0,0.268,0.636,0.0,0.109,0.274,120.999,206813,4,nick
Portugal. The Man,Feel It Still,6QgjcU0zLnzq5OrUoSZ3OK,0.801,0.795,1,-5.115,0,0.0504,0.0417,0.000113,0.0717,0.754,79.028,163253,4,nick
Sam Kim,TOUCH MY BODY,0mPY8Zqi5Kvjm4RDzmF4yg,0.78,0.398,0,-10.016,1,0.208,0.528,0.0,0.127,0.469,86.008,204421,4,nick
Derek & The Dominos,Layla,2kkvB3RNRzwjFdGhaUA0tz,0.404,0.902,1,-3.88,1,0.0665,0.577,0.297,0.287,0.497,115.669,423840,4,nick
A Boogie Wit da Hoodie,Skeezers,2A4vCndSkZ3jd5nfh3a8gc,0.792,0.484,7,-7.801,0,0.155,0.558,0.0,0.134,0.353,140.019,198054,4,nick
Offset,Wild Wild West (feat. Gunna),0SQ8yalm13UIJuebuZkQlH,0.902,0.621,9,-5.315,1,0.199,0.0841,0.0,0.138,0.497,114.007,236300,4,nick
Internet Money,JETSKI (feat. Lil Mosey & Lil Tecca),2vl0D1b0M6UHlD1Fjh5j1m,0.883,0.446,8,-8.723,0,0.296,0.0253,0.0,0.103,0.463,92.95,165161,4,nick
Lil Uzi Vert,Secure The Bag,7gHZGXSJzM29WA384suYY2,0.803,0.719,0,-4.485,1,0.392,0.344,0.0,0.425,0.549,129.945,238425,4,nick
The Lighthouse And The Whaler,We Are Infinite,0PsCdWEczdow0ZYgmRd1Mq,0.384,0.334,0,-10.365,1,0.0281,0.442,0.00563,0.0832,0.069,143.132,185526,4,nick
Netsky,I Don’t Even Know You Anymore (feat. Bazzi & Lil Wayne),5pzeevBDvU6GVXqUKoiYDX,0.709,0.784,9,-3.182,0,0.1,0.23,0.0,0.147,0.584,97.007,167600,4,nick
Kendrick Lamar,YAH.,22uyC54d6XAPRTlc6IchaP,0.689,0.694,1,-7.913,1,0.185,0.613,0.0,0.222,0.614,70.041,160293,4,nick
Sleepy Hallow,2055,4XvcHTUfIlWfyJTRG0aqlo,0.829,0.512,6,-5.865,0,0.187,0.492,0.0,0.12,0.638,80.511,123987,4,nick
Lil Peep,Broken Smile (My All),1BCBBO8VUEFOb6RBct4XDp,0.545,0.517,0,-8.681,0,0.0359,0.0459,0.00724,0.15,0.115,120.044,280520,4,nick
Aminé,REDMERCEDES - Remix,24QH8IlI5nQslKXSvKhoR1,0.823,0.596,11,-6.422,0,0.235,0.0193,0.0106,0.249,0.431,102.035,226160,4,nick
Cash Cash,Matches,7nwGvxqSrgAuty1tlPGCFz,0.555,0.783,10,-1.888,1,0.112,0.479,0.0,0.0838,0.329,149.785,187600,4,nick
Roy Woods,Instinct (feat. MadeinTYO),49VzL5oBsUICN7U34T98b9,0.711,0.462,10,-7.132,0,0.055,0.476,3.86e-05,0.108,0.294,84.04,174311,4,nick
Dreamville,Sunset (with J. Cole feat. Young Nudy),3pZO6GoVPeSYDxxsH6vCdj,0.924,0.385,1,-7.049,1,0.185,0.187,0.0,0.132,0.39,129.976,178373,4,nick
Drake,Live From The Gutter,2uTG00P1DkhB97pdITkl2O,0.824,0.49,7,-8.391,1,0.429,0.0369,1.24e-06,0.0807,0.307,165.948,211643,4,nick
RIZ LA VIE,Napkins,37b1KAbfOZeBzeMB0LGO3g,0.738,0.443,0,-8.975,0,0.387,0.437,1.47e-06,0.106,0.666,144.14,215625,4,nick
James Blake,Into The Red,69sxo1DMPHgsJs1KA5OMRh,0.508,0.47,1,-9.011,1,0.0347,0.586,0.0556,0.134,0.151,173.838,257200,4,nick
Trippie Redd,Rich MF (feat. Polo G & Lil Durk),5KQxun2WxwDMsV7HCN2ONK,0.756,0.698,6,-5.464,1,0.178,0.0849,0.0,0.221,0.66,77.497,247714,4,nick
Dua Lipa,IDGAF,76cy1WJvNGJTj78UqeA5zr,0.836,0.544,7,-5.975,1,0.0943,0.0403,0.0,0.0824,0.51,97.028,217947,4,nick
YoungBoy Never Broke Again,My Window (feat. Lil Wayne),7IECs9d4Rrlpa7tiHOCE1w,0.778,0.662,8,-6.081,0,0.308,0.187,0.0,0.116,0.571,149.935,192000,4,nick
Nas,everything,3XaNHbNa9Chz9plhRpcaof,0.569,0.541,9,-6.036,1,0.381,0.474,0.0,0.254,0.206,82.423,452504,4,richard
Elephante,Otherside,5z9fU5QP5z8jJXcP6OmU0w,0.518,0.841,1,-3.709,1,0.0325,0.0362,0.0,0.0877,0.517,101.992,237647,4,nick
Lil Wayne,Can't Be Broken,5cGpjfgAvidLy6znwkCxkP,0.58,0.577,2,-5.997,0,0.2,0.125,0.0,0.086,0.153,99.283,193243,5,nick
Louyah,I Used to Care,2z9tQz4ygexOYb2SnCPCnP,0.698,0.558,9,-8.004,1,0.0324,0.395,0.0,0.1,0.488,130.014,216116,4,nick
Trippie Redd,Taking A Walk,4mHgYpuGHu99Mw69E83CP2,0.767,0.538,0,-6.044,0,0.052,0.68,0.0,0.192,0.343,81.031,121680,4,richard
Post Malone,I Fall Apart,75ZvA4QfFiZvzhj2xkaWAh,0.556,0.538,8,-5.408,0,0.0382,0.0689,0.0,0.196,0.291,143.95,223347,4,nick
Roddy Ricch,Tip Toe (feat. A Boogie Wit da Hoodie),5j1yOqWONR9T6l43AzJ6Es,0.757,0.673,1,-8.513,1,0.141,0.095,0.0,0.338,0.574,92.958,185806,3,nick
Pop Smoke,Coupe,4wNKxMbE3n1gRm4F6OaCP1,0.912,0.589,8,-7.476,1,0.2,0.0332,0.0162,0.0795,0.486,135.921,123549,4,nick
Luis Fonsi,Despacito - Remix,6rPO02ozF3bM7NnOV4h6s2,0.653,0.816,2,-4.353,1,0.167,0.228,0.0,0.0967,0.816,178.085,228827,4,nick
Litany,Bedroom,3LH6EfPCeySeuymuK2gWAO,0.692,0.452,6,-8.18,1,0.116,0.0358,0.0,0.157,0.623,184.876,186781,4,nick
Aminé,Turf,6ODTw5ivAheWBql4tCiNkl,0.532,0.414,9,-9.249,0,0.312,0.569,1.79e-06,0.113,0.426,147.988,265840,4,nick
Rex Orange County,Happiness,2rXVtoLBHuXcNB5DVfIc9p,0.399,0.235,5,-9.774,1,0.0334,0.734,1.56e-06,0.161,0.197,105.645,279693,3,nick
Chaos Chaos,Do You Feel It?,3lOok0REf4j3790abX26PR,0.678,0.662,0,-6.719,1,0.0278,0.187,0.261,0.125,0.383,139.048,250713,4,nick
Party Favor,Be Ok,5IiCTrv2CVarZaaCAz74yO,0.587,0.738,1,-4.358,1,0.218,0.0388,9.1e-06,0.0764,0.385,157.85,186001,4,richard
Playboi Carti,wokeuplikethis*,59J5nzL1KniFHnU120dQzt,0.785,0.62,8,-6.667,1,0.254,0.0138,0.0,0.15,0.478,78.477,235535,4,richard
DROELOE,JUMP,2XqZv6fbEeHMlveOfps8I7,0.712,0.624,2,-6.799,1,0.085,0.0665,0.0339,0.286,0.413,170.061,211765,4,richard
Post Malone,No Option,6M0IsaUX4GNyto4niSegfI,0.575,0.734,2,-4.949,1,0.057,0.0757,0.0,0.241,0.494,83.986,179827,4,richard
Justin Bieber,Unstable (feat. The Kid LAROI),137mSruegm1u6x9NvwiagR,0.495,0.333,4,-10.109,0,0.0288,0.737,0.0,0.112,0.37,99.757,158324,4,richard
Rihanna,Pour It Up,76VtA90NKurNqaQpV126Ue,0.785,0.478,2,-8.735,1,0.0419,0.0254,0.0,0.0901,0.39,134.002,161200,4,richard
Kayzo,Suffocate,6wUK8WB3cbNUAAGjNmKy3M,0.638,0.961,7,-1.726,1,0.3,0.0144,0.00141,0.175,0.664,150.065,179200,4,richard
Blue.D,NOBODY,3U5ti2dwp5FA70lZPrhv9l,0.686,0.426,5,-7.134,0,0.0437,0.566,0.0,0.299,0.491,88.626,201184,4,richard
SVDDEN DEATH,Behemoth VIP,0tkwUKjhuBA5UuA95JY2bU,0.849,0.878,10,-0.072,0,0.33,0.0799,0.567,0.0302,0.564,139.879,114857,4,richard
Laica,Nobody Else but You,1O4HQF2NVTbxnthGUooSiT,0.557,0.561,8,-5.752,1,0.056,0.0504,0.0,0.134,0.327,94.83,199294,4,richard
Lolo Zouaï,Brooklyn Love,1F0tYkzGNjogSmx49DiaBa,0.731,0.469,0,-7.551,1,0.0464,0.704,0.0,0.169,0.343,136.004,200307,4,richard
ZHU,Love That Hurts,5kBUIe8UcUUGLzP4hoc8XJ,0.796,0.619,11,-8.45,0,0.0722,0.0977,0.0027,0.165,0.327,106.041,180573,4,richard
Calvin Harris,One Kiss (with Dua Lipa) - Oliver Heldens Remix,7b4vbqgzMhbFa0wdjfftQJ,0.717,0.752,0,-6.933,1,0.065,0.251,0.000468,0.0802,0.14,123.97,281267,4,richard
Lil Durk,Young Niggas (feat. Meek Mill),1fDd6JnVFWI88B1xUCsPO7,0.699,0.459,10,-7.691,0,0.298,0.0336,0.0,0.117,0.376,166.871,195683,4,richard
Way Ched,Why do u say,3cIOp7ByTl0LDj1CINnqcA,0.511,0.586,7,-5.853,1,0.0481,0.478,0.0,0.0514,0.358,161.907,170464,4,richard
Desiigner,Make It Out,0C314h1P270WxwkCYETQM7,0.745,0.978,1,-1.716,1,0.347,0.151,0.0,0.588,0.735,130.076,169818,4,richard
TIA,Ai Đưa Em Về,39TAKt2hL8sdhVTFCNfm2Y,0.809,0.49,10,-7.08,0,0.0388,0.839,0.0,0.117,0.353,99.967,233249,4,richard
SURAN,Heartbeat,3WZ3wHtGWzevZkeUVXCIZe,0.68,0.541,7,-5.132,1,0.0333,0.662,0.0,0.338,0.28,111.788,232653,4,richard
3LAU,Touch - Zeds Dead Remix,5xFyDoUkX82ZZoYrBgy3Bi,0.66,0.789,7,-4.892,1,0.0642,0.0571,1.69e-05,0.102,0.315,140.03,189045,4,richard
CL,Wish You Were Here,47jhKD8sm2I3Aoktj4G5J8,0.719,0.432,5,-13.221,0,0.155,0.122,0.0501,0.107,0.137,122.055,221218,3,richard
Cashmere Cat,WITHOUT YOU,7aLUbVBpLgsj4QW4fchL47,0.768,0.608,1,-5.931,1,0.0396,0.348,0.000536,0.0874,0.244,115.955,204828,4,richard
frad,blossoms,3bFcRPKFv3DjcEfQpgQLXs,0.625,0.833,3,-9.027,1,0.0391,0.901,0.891,0.116,0.243,74.941,156800,4,richard
CHUNG HA,Crazy Like You (feat. BIBI),0oUK4m2wNIBPfejlcB1N9k,0.536,0.639,9,-3.999,0,0.0447,0.0957,0.0,0.209,0.502,170.94,175480,3,richard
Excision,Night Shine,5ATaVcsn20iM668ESHym0U,0.578,0.945,5,-2.756,0,0.0398,6.9e-05,0.0762,0.112,0.104,140.072,260472,4,richard
ZHU,ONLY,6hIFc8n6iI9r6NBpVA0Fyl,0.812,0.495,10,-8.535,0,0.0666,0.259,0.0014,0.116,0.115,120.028,230851,4,richard
G-Eazy,No Limit,2Xqd0wUttjueBfdcltADOv,0.838,0.771,1,-3.791,1,0.244,0.0117,0.0,0.0853,0.405,175.957,245387,4,richard
Seori,Dive with you (feat. eaJ),5RqwjQWDwxQ3HTkOfXTrS6,0.724,0.675,0,-6.487,1,0.148,0.11,0.000232,0.0852,0.544,94.027,218240,4,richard
GREY D,vaicaunoicokhiennguoithaydoi,25h0TqC9H3BcMA7KjK5nHK,0.56,0.42,7,-10.729,1,0.257,0.882,0.000605,0.11,0.585,173.695,225862,4,richard
Flux Pavilion,I Believe,6zke4l646FheM5JlIdu4T8,0.344,0.699,4,-8.881,0,0.107,0.191,0.0139,0.278,0.243,139.966,258299,4,richard
Why Don't We,Invitation,7EtzDNjVmifX4q4k9hQKTV,0.659,0.662,1,-3.15,0,0.0807,0.0261,3.46e-06,0.0689,0.407,169.915,202187,4,richard
Medasin,Home,42NB7w0tDCag0mQpCtZe7Y,0.66,0.45,4,-11.011,1,0.0451,0.839,0.714,0.374,0.242,145.011,194547,4,richard
Cashmere Cat,Europa Pools (feat. Kacy Hill),1wrV0UIacSdIvbuLRRdH5q,0.425,0.538,1,-5.696,1,0.0511,0.448,0.000121,0.111,0.116,134.092,205195,4,richard
Macklemore,Glorious (feat. Skylar Grey),3HVr6jTVwBHBa2flM0eURR,0.731,0.794,0,-5.126,0,0.0522,0.0323,2.59e-05,0.112,0.356,139.994,220454,4,richard
MØ,Final Song,4qqArAiTPueDxIp7cf87h7,0.695,0.672,1,-6.109,0,0.0345,0.014,7.95e-05,0.0756,0.245,104.988,235827,4,richard
Drake,From Time,10VBBaul4zVD0reteuIHM2,0.738,0.491,1,-9.726,0,0.413,0.626,0.0,0.126,0.448,94.378,322160,4,richard
Lauv,The Other,3ZD3kjn80pQ9keYO8eqp9d,0.38,0.553,7,-6.621,1,0.0653,0.421,2.63e-06,0.0788,0.384,179.629,189333,4,richard
Lucky Luke,F.E.E.L.,4pH3ZfOYekw7xcROweHa66,0.854,0.798,1,-5.557,0,0.159,0.223,0.0452,0.0828,0.055,125.023,204716,4,richard
SLUMBERJACK,Poison,2JQrwRFtOsXNQwIkN2ulgY,0.555,0.811,10,-5.415,0,0.0555,0.000919,0.00388,0.0995,0.517,81.992,218049,4,richard
Curbi,Vertigo,0Cv7pfVZT1KjaqpylUsYQH,0.785,0.846,5,-6.5,0,0.0433,0.0832,0.803,0.118,0.334,128.03,167510,4,richard
Ekali,Forever (feat. Elohim) - Laxcity Remix,1RVXcPFfuY6ivkAN4NNixa,0.469,0.343,4,-10.608,1,0.0381,0.881,0.000118,0.0735,0.22,93.276,216781,4,richard
Hwa Sa,I`m a B,1AToLLvWghQgiBFef1iGuR,0.711,0.77,10,-4.724,0,0.0826,0.135,8.9e-06,0.18,0.927,139.968,167333,4,richard
Khalid,Better,2OpBganfGk2GVdSlRdxzaX,0.695,0.586,0,-10.315,0,0.0658,0.102,0.317,0.113,0.112,98.035,229320,4,richard
Jauz,Magic,0FjkcycxVB1Jd7mcdEDDWp,0.551,0.839,5,-2.461,0,0.0578,0.0241,0.00391,0.0874,0.314,141.976,290704,4,richard
Mickey Valen,Move That Body,0a0TiZm7hjmgyY9i1sWm3Z,0.669,0.668,4,-5.553,1,0.207,0.294,0.0,0.183,0.483,77.493,193742,4,richard
HEIZE,Don't Know You,1Zv6zo71iDXH07Lin7hxMg,0.699,0.562,4,-5.573,0,0.253,0.213,0.0,0.42,0.471,104.995,189410,4,richard
Julia Michaels,Issues,6AeQlMyRzvSl1nkFztZyKl,0.722,0.417,8,-6.825,1,0.0618,0.39,0.0,0.0612,0.451,113.965,176347,4,richard
William Singe,"Flex (Ooh, Ooh, Ooh)",54VCVOE0jDaQlbqkrImXN6,0.814,0.326,0,-11.356,1,0.254,0.355,0.0,0.0971,0.521,139.869,138919,4,richard
Marshmello,Be Kind (with Halsey),3Z8FwOEN59mRMxDCtb8N0A,0.63,0.633,4,-7.088,1,0.0457,0.00776,0.0,0.0541,0.452,93.995,172762,4,richard
Lil Waterboi,Du Ma May,6a6u1fxY9nq5bT5p53NSQE,0.878,0.741,2,-6.309,0,0.245,0.421,0.0,0.284,0.782,130.061,158769,4,richard
French Montana,A Lie,1vVNlXi8gf8tZ7OhnEs4VE,0.516,0.792,1,-5.38,0,0.216,0.0235,0.0,0.404,0.524,121.189,226790,5,richard
Shawn Mendes,Lost In Japan - Remix,575NJxNUVDqwJGdzBrlLbv,0.706,0.855,10,-5.377,1,0.215,0.0911,0.0,0.347,0.293,107.184,201253,4,richard
Chris Brown,Party (feat. Usher & Gucci Mane),05Z7jet4VDNVgNQWcYHnrk,0.762,0.576,1,-4.951,0,0.0829,0.0556,0.0,0.0869,0.316,142.096,220813,4,richard
Imagine Dragons,Bad Liar,2RSHsoi04658QL5xgQVov3,0.383,0.637,3,-6.993,1,0.0703,0.0722,0.0,0.368,0.0827,177.913,260773,4,richard
Hoodie Allen,Against Me (feat. MAX),3BU9ARAnwfK4Vcy79jCeHs,0.411,0.615,1,-7.803,1,0.293,0.592,0.0,0.15,0.256,192.024,241440,4,richard
Champagne Drip,Kaleidoscope (Feat. Crystalline),10dLRZ7GCIXEuUuONkNcxI,0.613,0.685,0,-6.054,1,0.0408,0.00701,0.00543,0.0907,0.122,127.991,211875,4,richard
DROELOE,Lines of the Broken,4AqH4V7PEC5BTK29FVmXQd,0.593,0.569,8,-7.071,1,0.164,0.208,0.00442,0.221,0.3,149.908,220800,4,richard
Lil Wayne,A Milli,6ScJMrlpiLfZUGtWp4QIVt,0.674,0.695,6,-8.636,0,0.278,0.0387,0.00202,0.194,0.773,151.486,221840,4,richard
ロクデナシ,ただ声一つ,2e1gUS6Wv8GS8ZT6FMeE1J,0.707,0.5,1,-5.78,1,0.0296,0.895,4e-05,0.234,0.583,129.97,161561,4,richard
Kaiydo,Arcade,7otzPTzCipngNDhoRMOjot,0.918,0.331,1,-7.211,0,0.173,0.0114,0.0,0.191,0.255,140.058,233064,4,richard
BTS,Dream Glow (BTS World Original Soundtrack) - Pt. 1,4c1WgUnHXq2LEncGHKgj1I,0.735,0.74,0,-3.837,0,0.0519,0.0967,0.0,0.101,0.541,141.948,187458,4,richard
Ty Dolla $ign,Love U Better (feat. Lil Wayne & The-Dream),0rlFL6bxIWcCn9gk9GExFA,0.482,0.477,10,-8.444,0,0.0503,0.0201,0.0,0.251,0.379,117.85,182834,5,richard
EDX,All I Know,6tr6I3YJnHUqKHfJXnm4jk,0.717,0.944,1,-5.041,1,0.0386,0.00518,0.477,0.113,0.354,124.993,148801,4,richard
SNBRN,Move All Night,6RKFXPdoCBRcLljsxKZUNw,0.797,0.69,7,-5.845,0,0.037,0.248,0.0496,0.132,0.184,124.0,197419,4,richard
Drake,The Real Her,29rK5iNto6z2Qd78YgWb8B,0.567,0.309,8,-14.254,1,0.385,0.166,0.0,0.12,0.509,65.041,321080,4,richard
Dumbfoundead,WASHED (PROD. BY SHAWN WASABI),5IjgA0yIKV6wz6xBU4d091,0.829,0.485,8,-9.361,1,0.275,0.431,7.76e-06,0.104,0.647,145.029,188000,4,richard
Mocki,Weekend - Jai Wolf Remix,56uve6ghEMpAuEF5QTlTs2,0.75,0.664,0,-7.771,1,0.0458,0.279,4.01e-05,0.11,0.595,140.055,249161,4,richard
Seori,Fairy Tale,02bKxwW9XY9LElj0TqDK6S,0.445,0.456,6,-8.05,0,0.302,0.294,0.000178,0.179,0.13,189.96,217947,3,richard
Cherry Coke,we’re dying (feat. Paloalto),6T3hrpDALKIgwa8N2v87Ox,0.874,0.65,7,-6.566,1,0.313,0.113,0.0,0.0697,0.323,119.849,181041,4,richard
Russ,Ain't Nobody Takin My Baby,6VnqGxiMNexOe0kRmIsBw4,0.696,0.57,0,-9.084,1,0.557,0.673,3.02e-06,0.098,0.329,76.976,189231,4,richard
Post Malone,Go Flex,2hCKzqwjRjhycKeZJvbloJ,0.663,0.489,5,-8.198,1,0.124,0.227,0.0,0.0769,0.117,81.959,179613,4,richard
Mrs. GREEN APPLE,インフェルノ,2vOAHp8PBBFYqvQUWSoITY,0.533,0.918,4,-2.095,1,0.0616,0.00894,0.0,0.643,0.662,92.504,211600,4,richard
88rising,Breathe,1WI8MH3HPGjzpU0ywLahwt,0.538,0.52,7,-10.143,1,0.08,0.588,0.00912,0.301,0.0775,113.081,125468,3,richard
Whethan,So Good (feat. bülow),27lqXB7rGJIUjMgL8j8BxV,0.602,0.603,0,-5.265,1,0.0841,0.00421,0.00582,0.194,0.455,138.963,159282,4,richard
Miguel,Sure Thing,0JXXNGljqupsJaZsgSbMZV,0.684,0.607,11,-8.127,0,0.1,0.0267,0.000307,0.191,0.498,81.001,195373,4,richard
Swae Lee,In The Dark (with Jhené Aiko),0zaoWwS8RpE3LSDdmkg8TC,0.686,0.654,6,-6.7,1,0.0936,0.433,0.0,0.108,0.663,98.077,161147,4,richard
Fujii Kaze,Shinunoga E-Wa,0o9zmvc5f3EFApU52PPIyW,0.6,0.76,6,-6.124,0,0.0452,0.166,4.09e-05,0.189,0.519,158.078,185573,4,richard
Cardi B,Bartier Cardi (feat. 21 Savage),75FDPwaULRdYDn4StFN2rT,0.909,0.546,8,-7.513,1,0.175,0.000704,0.000823,0.36,0.0986,138.043,224613,4,richard
Zeds Dead,Lights Out,5FFoKbF8FK0AIC0i5GjSyM,0.563,0.829,6,-5.657,1,0.0497,0.0716,0.0431,0.132,0.0394,146.045,230133,4,richard
