artist,track,uri,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,label
Big Thief,Simulation Swarm,2FwDApgXk91kXvqy2oB7dz,0.703,0.578,1,-9.103,1,0.0728,0.446,0.0024,0.102,0.67,105.204,252734,4,jojo
FLOOR BABA,WIGGLECORE,0OSkkfKiaPnmlL9ocLVgs9,0.619,0.928,6,-2.986,1,0.244,0.00497,0.784,0.086,0.378,195.126,110826,4,jojo
Laura Les,Haunted,1toNKayLMeCcVlsLGXJl7n,0.51,0.817,9,-8.666,1,0.0373,0.000654,0.0344,0.146,0.547,169.481,102007,4,jojo
Yelle,Je veux te voir,4H9637mkUDyk9Rq0WgDEwc,0.924,0.651,7,-3.894,1,0.124,0.0203,0.0069,0.059,0.898,126.947,261920,4,jojo
Father,Thotnite,65W1Qwn5MHidrr2tLran2v,0.903,0.482,0,-8.544,0,0.233,0.00976,3.44e-06,0.106,0.264,154.055,152727,4,jojo
Flo Milli,Pockets Bigger,6qwlA0caBeRjIlaqnucLrC,0.93,0.7,1,-4.279,0,0.277,0.0455,0.0,0.0993,0.823,117.075,106763,4,jojo
YOU LOVE HER,Spitting Glass,7r1vMKvaKeR5hxRGFEujaH,0.256,0.935,0,-5.45,1,0.102,0.0085,7.78e-05,0.288,0.224,134.953,252444,4,jojo
Sleigh Bells,Holly,5rHts9z54qL4ih7lt6CuZf,0.564,0.647,1,-5.675,0,0.0513,0.00323,0.00221,0.345,0.396,72.96,171953,4,jojo
Mike Dimes,HOME,2WnPietHTd9hrIPbZnpoHL,0.895,0.468,0,-5.777,0,0.378,0.342,0.0,0.213,0.428,118.019,174915,4,jojo
Glee Cast,Party All the Time (Glee Cast Version) (feat. Gwyneth Paltrow),5PDLtrTRNJAZu8dTKEfMff,0.681,0.874,10,-4.693,0,0.043,0.00274,1.49e-05,0.0585,0.751,136.954,261467,4,jojo
Death Grips,Giving Bad People Good Ideas,3rkBaypKGiemuTeZSRCBKk,0.298,0.981,5,-2.483,1,0.359,0.00741,0.0,0.217,0.0725,92.496,187519,4,jojo
JPEGMAFIA,ROUGH 7,0ekzigrO6pKmtR2sOc9PW7,0.875,0.738,9,-4.635,0,0.254,0.611,1.03e-06,0.8,0.725,124.012,224052,4,jojo
The Marías,Calling U Back,5WVWQQpBJqljbZtxo19CxS,0.731,0.515,0,-7.584,1,0.122,0.385,0.00216,0.236,0.448,116.798,199907,4,jojo
LIZ,When I Rule the World,7nu0Lc0jJltztDxsGeoPiG,0.768,0.633,8,-4.089,0,0.157,0.00951,0.0,0.199,0.824,129.074,185813,4,jojo
Kali Uchis,¡aquí yo mando!,1kmFdSFT6kcyzdIq445Iww,0.718,0.654,11,-7.642,1,0.0511,0.0825,3.42e-06,0.121,0.459,157.067,141954,4,jojo
Kanye West,Bring Me Down,25K9cWrxNv991UYiOzBJqR,0.385,0.691,6,-6.919,0,0.0924,0.00592,0.0,0.595,0.352,111.278,198973,5,jojo
LIZ,Lost U 2 the Boys,226sq19uLZhnN6UzU0ZN04,0.774,0.811,0,-8.047,1,0.169,0.0417,0.00164,0.133,0.827,97.006,144742,4,jojo
The Marías,I Like It,3Vm6yiTPfhFeUHD4gt42cZ,0.919,0.183,9,-11.845,0,0.0614,0.507,0.00213,0.099,0.756,100.018,203700,4,jojo
Vendredi sur Mer,Écoute Chérie,1zyUz3eZ3sytdaR9lfW17q,0.607,0.647,7,-7.17,0,0.0452,0.138,0.00102,0.255,0.689,92.915,224933,4,jojo
CHAI,N.E.O.,4EqaFid5RyRkC5LlTp7Lul,0.525,0.925,6,-2.045,0,0.0385,7.27e-05,0.0524,0.177,0.27,133.889,169702,4,jojo
Vince Staples,TAKE ME HOME,3RXGbZhy0Hyur2mSVDlu51,0.479,0.542,2,-8.55,1,0.37,0.469,5.69e-06,0.368,0.316,79.701,166829,4,jojo
Rico Nasty,Pussy Poppin (I Don't Really Talk Like This),0Hb2KGmwZez23POGBw2Xc2,0.936,0.82,9,-2.554,1,0.325,0.163,0.0,0.0707,0.896,94.991,116211,4,jojo
Kero Kero Bonito,When The Fires Come,0M6rITkLFIAMXPZWHpvJ7I,0.69,0.576,9,-5.343,0,0.0292,0.411,0.0,0.213,0.527,130.011,220434,4,jojo
Calum Bowen,Free Money,7cCiRXG3WY0E3Wo0hD7srY,0.759,0.866,7,-9.77,1,0.0497,0.0807,0.167,0.278,0.962,165.035,51500,4,jojo
Seth Parker,Sunrise over Snaktooth Island,4mLmtIHXfOLJGh11QvsQOj,0.309,0.501,4,-13.916,0,0.0469,0.125,0.916,0.142,0.126,135.788,218824,4,jojo
Vince Staples,Blue Suede,6w6SW8zyEcyxwSR7Wya45a,0.415,0.745,7,-5.902,1,0.174,0.108,6.69e-05,0.526,0.468,84.926,218040,4,jojo
HALCALI,タンデム,0bSBf3zT4yi1ovg4mkakvG,0.814,0.907,0,-4.671,1,0.271,0.0147,0.0284,0.0581,0.955,177.948,230667,4,jojo
You.,Nickel,5hxPPuXySqgCTEUwNGHQdz,0.529,0.39,3,-12.893,1,0.0396,0.439,0.905,0.212,0.351,65.034,172865,4,jojo
The Buttress,Brutus,57gfWnvoMmnXBdghubxWrg,0.726,0.548,11,-10.983,0,0.262,0.00145,0.0501,0.158,0.394,140.038,233143,4,jojo
Asian Doll,Itty Bitty Bitches - Asian Doll Remix,2uww1QnLJtNgP5xXlqfNx0,0.888,0.833,3,-4.363,0,0.297,0.144,0.0,0.411,0.824,92.522,195478,4,jojo
Amy Winehouse,Addicted,7or26qS3BfpTtWO3BFw5GE,0.786,0.846,8,-3.752,1,0.0391,0.00144,0.0172,0.101,0.695,107.976,165120,4,jojo
Car Seat Headrest,Fill in the Blank,0SVvyfRMFMRJzc0L2odX20,0.339,0.829,9,-7.239,1,0.058,0.00737,1.26e-05,0.0596,0.5,162.794,244507,4,jojo
DAISY,DAYDREAMING,05RfpPTgjYosszbrhtpVLO,0.396,0.708,1,-7.261,0,0.0839,0.175,4e-05,0.343,0.337,122.893,366672,4,jojo
Rihanna,Same Ol’ Mistakes,6Z2jgMpqSzKsZkyBWqYkv8,0.44,0.803,8,-5.415,1,0.0443,0.199,0.00282,0.0591,0.501,151.777,397093,4,jojo
Toby Fox,Death By Glamour,7BGZ27yeaKR5OZOIxyegZi,0.579,0.878,11,-10.093,0,0.0481,0.00865,0.885,0.0683,0.945,148.009,134595,4,jojo
Danny Brown,Dip,29Zj1r8cek15xe08vNUOLy,0.751,0.882,1,-5.605,1,0.0819,0.0193,0.0,0.15,0.651,140.103,211825,4,jojo
Tim Hox,Amare,6HZSQv4KQ6YHZK6bu75MJz,0.674,0.874,3,-5.667,0,0.0479,0.0228,0.563,0.0611,0.259,126.013,217331,4,nick
Machine Gun Kelly,el Diablo,2jRmKc69qzGKzGU9SdH5u7,0.765,0.725,3,-3.391,0,0.142,0.00471,0.000194,0.154,0.578,75.003,146264,4,nick
Whethan,When I'm Down,556l9P7WVZVyYUBjT1YFTT,0.827,0.769,7,-4.058,1,0.126,0.209,9.54e-05,0.091,0.491,93.986,164681,4,nick
Roy Woods,Four Seasons,1zZA8kT0U3pADcJ3GIhdEQ,0.731,0.42,5,-10.822,0,0.0524,0.266,2.01e-05,0.114,0.559,141.979,189296,4,nick
tobi lou,Endorphins,55uz6CCy6OT60yq5jf8ZfY,0.779,0.435,2,-11.0,1,0.117,0.476,0.0,0.141,0.249,139.988,205714,4,nick
JVKE,this is what falling in love feels like,4UG2Fm0E98LhE2dlNxiAXx,0.424,0.438,11,-5.53,1,0.0553,0.617,0.0,0.0837,0.325,128.983,120308,5,nick
Sueco,fast (Remix) [feat. Offset & A Boogie Wit da Hoodie],2xKQj6P0TgxBVaRiojP2s2,0.821,0.684,7,-5.931,0,0.333,0.343,1.58e-06,0.234,0.744,100.054,160063,4,nick
DVBBS,West Coast (feat. Quinn XCII),4fCE1SCDulouoac9Q8XroU,0.714,0.798,5,-4.239,0,0.0612,0.00248,0.000678,0.103,0.659,119.017,150819,4,nick
Tyga,Taste (feat. Offset),5IaHrVsrferBYDm0bDyABy,0.884,0.559,0,-7.442,1,0.12,0.0236,0.0,0.101,0.342,97.994,232959,4,nick
Eminem,River (feat. Ed Sheeran),1cS0TgbR263ey9jn0MwD2s,0.748,0.749,8,-5.916,0,0.516,0.142,0.0,0.0713,0.659,90.09,221013,4,nick
Russ,PARANOID,5C66lHZQzmxJnSPfklujLw,0.846,0.646,3,-6.239,0,0.0494,0.441,1.65e-06,0.112,0.705,138.106,181933,4,nick
NOTD,So Close,7FjZU7XFs7P9jHI9Z0yRhK,0.7,0.872,10,-5.896,1,0.0666,0.121,7.08e-06,0.103,0.761,125.03,190302,4,nick
Polo G,RAPSTAR,43PGPuHIlVOc04jrZVh9L6,0.789,0.536,6,-6.862,1,0.242,0.41,0.0,0.129,0.437,81.039,165926,4,nick
Polo G,Bad Man (Smooth Criminal),6RfhBNU1FPWTG7VESlfgOl,0.882,0.662,0,-6.382,1,0.242,0.0124,0.0,0.106,0.57,120.034,106000,4,nick
DaniLeigh,Lil Bebe (feat. Lil Baby) - Remix,2fwkl5Z8ujDtAh6qxEA5x0,0.856,0.485,5,-5.519,0,0.0597,0.0481,0.0,0.108,0.0929,136.005,174720,4,nick
MadeinTYO,Skateboard P,4qdgv45EPcQqpQ08tF34f8,0.842,0.498,1,-6.838,0,0.505,0.0747,0.0,0.123,0.32,150.933,179507,4,nick
Galantis,Tu Tu Tu (That's Why We),3qY5bS9bKs5HedrAiWfP6x,0.885,0.725,9,-6.52,0,0.0631,0.104,0.585,0.0738,0.759,120.0,116297,4,nick
The Chainsmokers,Somebody,0fTiDOXRNEN0lUeYGoSHml,0.32,0.63,10,-7.019,0,0.0493,0.192,0.0,0.102,0.323,203.443,221987,4,nick
Meek Mill,Open (feat. Verse Simmonds),0i930ZNJTKVgSAZQKzonJf,0.802,0.653,9,-6.323,0,0.438,0.51,0.0,0.07,0.381,139.868,268749,4,nick
Young Thug,Hot (feat. Gunna),5Z8HZM6iQMhhqyPcCGY5g9,0.855,0.651,0,-8.044,0,0.235,0.063,0.0,0.0772,0.559,111.997,193027,4,nick
NAV,Know Me,2e3oSed7fWKJ63VCxtMAAH,0.925,0.591,1,-5.663,1,0.157,0.0193,0.0,0.108,0.158,142.047,155493,4,nick
Aminé,Places + Faces,1iTbIO32m3hmY8he7gkPiy,0.82,0.519,7,-7.544,1,0.327,0.267,0.0,0.104,0.426,142.986,161147,4,nick
Travis Scott,SKELETONS,6NMtzpDQBTOfJwMzgMX0zl,0.46,0.686,0,-5.948,0,0.0367,0.00146,0.0,0.375,0.252,148.054,145588,4,nick
Mike Perry,The Ocean (feat. Shy Martin),2CPqh63wRVscbceKcPxwvv,0.632,0.575,5,-6.478,1,0.029,0.0225,1.81e-06,0.104,0.188,90.037,183414,4,nick
REASON,Show Stop,779bZ6dEbYnVU7gMmEtgFP,0.76,0.674,5,-6.392,0,0.0402,0.0546,0.0026,0.231,0.461,129.944,181523,4,nick
Internet Money,Somebody,735RSTb2xbtWbDtKD9XDYi,0.63,0.671,6,-6.659,0,0.256,0.363,0.0,0.113,0.333,89.921,174333,4,nick
Abhi The Nomad,FEUD,25amAN0VbvreKt3NwWIH4m,0.846,0.576,10,-7.831,0,0.201,0.0259,3.31e-05,0.123,0.527,98.002,161020,4,nick
Dawid Podsiadło,Let You Down,1qpGMJi0ippCaMUOs7cz2q,0.326,0.369,0,-8.003,1,0.0272,0.168,0.0477,0.111,0.0776,110.046,227047,4,nick
FLETCHER,Undrunk,5SHhPFh68OhUmuRPymKX9d,0.679,0.572,5,-6.703,1,0.0781,0.455,2.41e-06,0.127,0.542,92.859,183428,4,nick
J. Cole,1 0 0 . m i l ‘ (with Bas),4n6NDfYake476trCjJRNl0,0.711,0.647,2,-5.667,0,0.0822,0.334,0.0,0.312,0.227,125.092,163302,4,nick
MARINA,About Love - From The Netflix Film “To All The Boys: P.S. I Still Love You”,4XII12nbsvJblXfG1I2QR4,0.636,0.758,0,-5.567,1,0.0427,0.331,1.01e-05,0.16,0.281,97.025,214107,4,nick
Lil Wayne,Trust Nobody (ft. Adam Levine),5BVVgL1FJ0wAEyNH0Mc8yX,0.776,0.566,2,-5.301,0,0.0617,0.18,0.0,0.115,0.389,84.988,168333,4,nick
NAV,Tap (feat. Meek Mill),1xkMNjOFNCw3OCI7Gtjpjb,0.901,0.676,2,-7.033,1,0.251,0.0646,0.0,0.0863,0.452,85.018,148278,4,nick
XXXTENTACION,what are you so afraid of,57nOpVSc3j9o03Cr928ZM4,0.639,0.312,0,-9.902,1,0.0301,0.774,0.469,0.0857,0.347,103.369,150769,4,nick
YNW Melly,Suicidal,1iSqfoUFnQwV0QW1EfUit8,0.735,0.369,9,-9.682,0,0.0688,0.334,0.0,0.126,0.235,140.004,222997,4,nick
Bas,Tribe (with J. Cole),0YAQnYt2oB8OdoaeqnHyTI,0.755,0.594,7,-5.906,1,0.216,0.241,0.0,0.107,0.237,178.929,238053,4,nick
Future,Mask Off,3rOSwuTsUlJp0Pu0MkN8r8,0.833,0.434,2,-8.795,1,0.431,0.0102,0.0219,0.165,0.281,150.062,204600,4,richard
Big Sean,Living Single,36xxq7VDZZsGwARsn6Clo7,0.714,0.62,11,-5.045,1,0.296,0.223,0.0,0.109,0.73,80.109,276347,4,nick
Kap G,Marvelous Day (feat. Lil Uzi Vert & Gunna),4kfEy7h6bWBS5OaDpccTap,0.846,0.651,7,-5.481,0,0.128,0.634,0.0,0.125,0.581,140.048,223921,4,nick
Buddy,Black (feat. A$AP Ferg),5We8lGFNpA1IkHAfIJU9XM,0.881,0.658,11,-6.845,0,0.403,0.38,0.0,0.0936,0.836,155.989,234307,4,nick
Tee Grizzley,Wake Up (feat. Chance the Rapper),1MfNF3rf2SvI7B8fYhLEE7,0.701,0.763,8,-5.185,1,0.273,0.109,0.0,0.21,0.841,145.07,186316,4,nick
Ukiyo,The Middle,3iSqkvJmmEfvG65MI0Ua8R,0.688,0.651,3,-8.807,1,0.0691,0.838,1.76e-06,0.114,0.365,107.975,184311,4,nick
DOLF,If I Die,50nQvrEGglpXk3ng6AYjQ5,0.526,0.778,1,-4.572,0,0.0905,0.0209,0.0,0.176,0.307,155.188,165825,4,nick
Nebu Kiniza,Gassed Up,6JjEVlMkfHWMeYavkEYzNO,0.798,0.568,5,-9.072,0,0.135,0.0213,0.0,0.0586,0.45,148.88,193911,3,nick
Cordae,Wassup (feat. Young Thug),7MC00oCO5s39O43WdUgwfA,0.93,0.467,8,-8.449,1,0.116,0.00906,0.0062,0.131,0.169,139.972,164633,4,nick
NIKI,odds,6PUtUVzOu0Wj6RvoJKini9,0.593,0.469,0,-7.44,1,0.527,0.441,0.0,0.141,0.401,165.038,183272,4,nick
IU,LILAC,5xrtzzzikpG3BLbo4q1Yul,0.738,0.89,2,-2.275,0,0.0748,0.0895,1.89e-06,0.213,0.75,114.942,214253,4,nick
Justin Bieber,Lonely (with benny blanco),4y4spB9m0Q6026KfkAvy9Q,0.631,0.239,11,-7.071,0,0.0398,0.864,0.0,0.116,0.0927,79.859,149297,4,nick
Kodak Black,Tunnel Vision,4Q3N4Ct4zCuIHuZ65E3BD4,0.497,0.489,11,-7.724,0,0.294,0.0576,9.91e-05,0.122,0.231,171.853,268187,4,nick
Jorja Smith,February 3rd,3c5gLGgwRrE7sQYSNHCXEj,0.624,0.453,6,-9.184,0,0.0369,0.453,0.000995,0.13,0.272,84.815,242036,4,nick
Kygo,I'll Wait,6Q3K9gVUZRMZqZKrXovbM2,0.611,0.651,1,-6.973,1,0.0589,0.144,1.7e-05,0.105,0.351,122.983,215361,4,nick
Higher Brothers,WeChat,49iftzwMkjN6d8YI7fsB7t,0.754,0.675,8,-4.58,1,0.207,0.148,0.0,0.0346,0.526,145.815,256804,4,nick
FBG GOAT,17 Dayz 17 Nightz,5vKPRsOdPchNC6dq2vEslM,0.819,0.651,1,-4.531,0,0.0761,0.0822,0.0,0.138,0.503,126.988,203340,4,nick
Jorja Smith,Blue Lights,1It1TxBK3xIQAB4xJkPevn,0.692,0.57,7,-8.077,1,0.185,0.666,0.0,0.107,0.309,91.917,250454,4,nick
The Kid LAROI,"F*CK YOU, GOODBYE (feat. Machine Gun Kelly)",59Y0p04ejSaryeMpEpxXBO,0.721,0.632,5,-6.695,0,0.0358,0.0693,0.0,0.291,0.296,92.057,144860,4,nick
2 Chainz,It's A Vibe,6H0AwSQ20mo62jGlPGB8S6,0.822,0.502,7,-7.38,1,0.148,0.0312,0.000887,0.114,0.525,73.003,210200,4,nick
MitiS,Homesick (feat. SOUNDR),1lypBFGiKyft1PVgNp358Y,0.374,0.659,2,-5.427,1,0.0438,0.246,0.00104,0.0991,0.151,173.892,328276,4,nick
A$AP Rocky,Too Many Gods,0fhoeNTlGRZgNlwfVLauFs,0.557,0.618,0,-5.446,1,0.0442,0.334,1.35e-05,0.0921,0.1,121.214,149733,4,nick
J Balvin,Mi Gente,4ipnJyDU3Lq15qBAYNqlqK,0.774,0.687,11,-4.818,0,0.0584,0.0179,1.17e-05,0.128,0.308,104.959,189440,4,nick
Travis Scott,HOUSTONFORNICATION,58TaFP5j5i9swOf584yon2,0.689,0.723,0,-4.052,0,0.0836,0.0985,0.0,0.158,0.288,160.042,217828,4,nick
Soulja Boy,She Make It Clap - Remix,0S7eavOH2yPKEotR7SYpob,0.941,0.529,8,-11.57,1,0.465,0.023,7.75e-05,0.0949,0.503,119.977,191973,4,nick
R3HAB,Killing Time,5XVO2yXESFgE9og4IwrILf,0.477,0.581,10,-7.555,0,0.117,0.454,1.59e-06,0.196,0.171,110.049,193143,4,nick
Dua Lipa,Don't Start Now,6WrI0LAC5M1Rw2MnX2ZvEg,0.794,0.793,11,-4.521,0,0.0842,0.0125,0.0,0.0952,0.677,123.941,183290,4,nick
A.CHAL,Round Whippin',3CCyOANoEy4UvUgPYFv1uV,0.605,0.558,6,-9.028,0,0.0365,0.00938,0.00465,0.85,0.296,139.947,209983,4,nick
Conan Gray,Telepath,3Z39gbqdaGL3WJXBG0gcuE,0.606,0.819,9,-4.804,1,0.049,0.00298,0.0,0.0702,0.744,75.006,194973,4,nick
BLACKPINK,Love To Hate Me,7iKDsPfLT0d5mu2htfMKBZ,0.686,0.64,8,-5.491,1,0.159,0.0334,0.0,0.0801,0.597,162.225,171798,4,nick
Russ,Some Time,1vxkXq9ifXIGRqntjvdg3G,0.873,0.473,0,-6.529,1,0.0484,0.254,0.0,0.111,0.465,119.997,197320,4,nick
Sampha,(No One Knows Me) Like the Piano,5zOnoB8FdZudDcPX4O8WqF,0.621,0.199,10,-13.788,1,0.0344,0.976,0.00186,0.107,0.178,128.905,218160,4,nick
Gucci Mane,Wake Up in the Sky,0QIjsbm2fh1cJ45XO9eGqq,0.8,0.578,4,-5.144,0,0.0485,0.00381,0.0,0.359,0.367,143.01,204665,4,nick
Calvin Harris,"Feels (feat. Pharrell Williams, Katy Perry & Big Sean)",6BaCraQ9xeLYg4Sb9TBT2X,0.893,0.745,11,-3.105,0,0.0571,0.0642,0.0,0.0943,0.872,101.018,223413,4,nick
Kygo,Sunrise (feat. Jason Walker),4ODnJrz0C3AJ4DFv8YQhJ8,0.636,0.6,6,-6.964,1,0.0288,0.211,0.0,0.141,0.476,100.051,214827,4,nick
Oh Wonder,Landslide,3X3mfRMRaPJRiIMDMQtSkd,0.624,0.423,1,-8.757,1,0.0628,0.748,8.18e-05,0.103,0.325,81.299,208229,4,nick
Ado,新時代 - ウタ from ONE PIECE FILM RED,2l2yRJWgMiJkfPbRNiuC25,0.494,0.986,7,-2.262,1,0.243,0.0505,4.41e-06,0.334,0.421,175.003,228214,4,nick
Jaden,Falling For You with Justin Bieber,24MWSatP5sTylISvJONhnB,0.69,0.541,4,-9.259,1,0.042,0.721,4.64e-05,0.112,0.787,130.024,222717,4,nick
Big Sean,Owe Me,1u0MOgWF1bbylVxpJG2ZjB,0.62,0.609,8,-8.831,1,0.145,0.44,0.0,0.115,0.404,142.042,271693,4,nick
Y2K,Lalala,51Fjme0JiitpyXKuyQiCDo,0.843,0.39,2,-7.899,1,0.0846,0.178,0.0,0.137,0.495,129.972,160627,4,nick
G-Eazy,Moana,1Tfxi7N3DW4zvAuVjt9g8X,0.753,0.502,1,-6.879,1,0.264,0.0439,1.54e-06,0.128,0.349,205.895,178217,4,nick
Don Toliver,HAD ENOUGH (feat. Quavo & Offset),7LGWmZaoS7jZJ5tEi9EcDi,0.75,0.789,2,-4.578,1,0.108,0.253,0.0,0.129,0.673,147.957,157133,4,nick
Marian Hill,Down,5eCkuGPZNl4mISFNPgr3Dd,0.678,0.357,0,-14.712,0,0.128,0.675,0.00569,0.124,0.0661,113.301,197773,5,nick
Justin Bieber,Come Around Me,2o9LAypwGH4ctV0i9boo6d,0.648,0.681,2,-8.389,0,0.0378,0.263,0.00783,0.0971,0.767,157.941,200773,4,nick
Tones And I,The Kids Are Coming,76bvw5EDyhm1b3dfsOToYG,0.753,0.566,9,-8.21,0,0.298,0.193,6.31e-05,0.14,0.154,135.039,204521,4,nick
Jarreau Vandal,Someone That You Love,3S2LNcyJre3hvJbPTcoghO,0.737,0.429,4,-8.261,1,0.0665,0.558,0.0,0.142,0.44,105.051,177063,4,nick
Sam Tompkins,Whole,2JZixjPnrQ67VOPQRDKSmH,0.703,0.624,1,-5.758,1,0.0632,0.293,0.0,0.178,0.438,156.913,174467,4,nick
Yung Bae,"Bad Boy (with Wiz Khalifa, bbno$, MAX)",09Mxpg8wkI1ynsc3sVDiUU,0.849,0.718,6,-5.324,0,0.123,0.0187,0.0,0.0736,0.694,117.996,140209,4,nick
A$AP Twelvyy,Diamonds (feat. A$AP Rocky),5G4JadFe3Kg1Tiwrw8yRcn,0.357,0.599,7,-6.99,1,0.116,0.0772,2.62e-06,0.163,0.126,136.831,180474,4,nick
Aerosmith,Walk This Way,5SZ6zX4rOrEQferfFC2MfP,0.653,0.73,5,-10.613,1,0.043,0.0114,1.03e-05,0.0754,0.894,108.705,220400,4,nick
Travis Scott,Watch (feat. Lil Uzi Vert & Kanye West),3DoBTwfr8yi2LN08SBpFkN,0.706,0.559,4,-5.216,0,0.0416,0.0372,0.0,0.379,0.252,78.534,217405,4,nick
Jaden,Chateau,2mbAFKj9gePjW91G1WH3sp,0.759,0.812,8,-4.257,1,0.251,0.251,0.0,0.348,0.229,139.911,135880,4,nick
michel ko,Shy,7rC5wanfy9OOtsYbGUbzgg,0.54,0.413,0,-9.999,1,0.06,0.506,7.87e-05,0.123,0.451,189.962,209684,4,nick
R3HAB,Creep - mint Singles,5LRxdeykOfvKb1aWGrrGyo,0.766,0.611,11,-9.251,1,0.0542,0.112,0.000606,0.187,0.128,126.0,161190,4,nick
Shanti Dope,Amatz,59aZ0ioyVrmtdut1KfU5aT,0.825,0.496,1,-8.562,1,0.0503,0.00817,0.000511,0.0827,0.185,127.987,234375,4,nick
Lil Skies,Bad Girls (feat. Gucci Mane),0hCHNYL8ApQCGNwJrYN1FY,0.771,0.761,1,-4.727,0,0.047,0.208,0.0,0.091,0.277,131.01,219664,4,nick
ROLE MODEL,minimal,28sNP4vXS6EtFr2VKPhCTQ,0.575,0.679,1,-4.442,1,0.0432,0.547,0.0,0.34,0.204,169.886,163340,3,nick
J. Cole,KOD,7yotKA30dwTKNEGomV9ZsI,0.823,0.783,0,-6.274,1,0.154,0.21,0.0,0.113,0.199,141.882,191437,4,nick
Kane Brown,Memory - Feather Remix,1Wpe3EXorasdlnzUOX472Z,0.481,0.493,6,-10.853,0,0.0459,0.0457,1.69e-06,0.129,0.627,178.064,186067,4,nick
The Weeknd,Less Than Zero,2D4dV2KXDTszzJ3p3cFqhA,0.535,0.791,0,-5.55,1,0.0327,0.00096,0.000155,0.0788,0.5,142.981,211814,4,nick
Childish Gambino,Retro (Rough),1nRTH500HbZX8PYwT4ZMby,0.862,0.614,5,-5.875,0,0.0393,0.246,0.00757,0.113,0.323,110.061,202667,4,nick
Pop Smoke,Gangstas,1hg3RlqFZXJb5YgRoK9qmF,0.548,0.506,4,-7.434,0,0.102,0.203,0.0001,0.0788,0.557,119.987,160000,5,nick
Tai Verdes,Stuck In The Middle,4y3BUo2hp0MxylfbUaqRyJ,0.871,0.501,9,-8.904,1,0.0466,0.371,0.0,0.0939,0.848,119.953,196000,4,nick
KSHMR,Around the World (feat. NOUMENN) [Official Sunburn Goa Anthem 2021],6ZX8X4GRnIAOPQs3vduWHH,0.582,0.863,5,-4.067,1,0.0356,0.0334,1.42e-05,0.371,0.333,112.073,199018,4,nick
Kygo,Stargazing,0Zbbxnx4SGGHoIow4PpISP,0.677,0.497,5,-5.763,1,0.0809,0.152,0.0,0.0911,0.419,99.137,236853,4,nick
Kygo,"Carry On (from the Original Motion Picture ""POKÉMON Detective Pikachu"")",3y3brCCecHC3Db18aIOnny,0.591,0.705,9,-6.519,0,0.079,0.381,0.000116,0.131,0.27,121.799,215316,4,nick
ONE OK ROCK,Wherever you are,0YAMQSmHk6BSUGTYpaoqTJ,0.379,0.69,4,-4.79,1,0.0549,0.0286,0.0,0.335,0.288,173.716,295600,4,nick
Lil Wayne,Famous (feat. Reginae Carter),05r1GGg1Rhs0RcUg27C82a,0.623,0.568,9,-5.664,1,0.144,0.0302,0.0,0.25,0.115,149.852,242050,4,nick
VIC MENSA,Reverse (feat. G-Eazy),5Vvu6MkyvNVdbsD5oV49Aw,0.836,0.703,0,-4.731,1,0.106,0.031,0.0,0.124,0.211,144.959,211893,4,nick
GoldLink,Herside Story,564oa00vY05d1uYnTEAAmE,0.885,0.595,7,-5.487,1,0.286,0.656,4.42e-06,0.105,0.754,148.034,183760,4,nick
The Weeknd,Hardest To Love,6kWxIqQDsKFYCJGbU4AjCX,0.467,0.608,10,-7.847,1,0.0707,0.0909,8.83e-05,0.125,0.108,80.957,211400,4,nick
24kGoldn,A LOT TO LOSE,4l1pEoIJvTP4eJzvuoHI4U,0.608,0.756,1,-5.664,1,0.0467,0.206,0.0,0.127,0.429,159.934,180760,4,nick
Meek Mill,Stay Woke (feat. Miguel),0qI4TYcBno4YBhjuH3HV0A,0.461,0.694,1,-6.636,1,0.158,0.047,0.0,0.0938,0.117,94.216,212501,4,nick
Joyner Lucas,The War (feat. Young Thug),2o1dvKh58G11C51Y9EgBs3,0.808,0.377,8,-10.098,0,0.0961,0.569,1.75e-05,0.097,0.308,126.096,216471,4,nick
ØZI,LAVA!,4uzLQs0FW2f3xZmw2Ox8U2,0.615,0.572,9,-3.55,1,0.0867,0.1,0.0,0.0982,0.508,87.896,201948,4,nick
G-Eazy,Leviathan,5oZvmo8ARpuBbaGArm8cBn,0.663,0.51,8,-8.823,1,0.192,0.0277,0.0,0.27,0.131,96.223,227027,4,nick
Thekidszn,Leave Me Alone,5iX1FIxAdb3YoWP846kjvP,0.701,0.492,8,-10.576,0,0.05,0.258,0.0,0.112,0.2,88.989,109000,4,nick
Big Sean,Halfway Off The Balcony,4atJ40xfasjdM9ZF3p07BV,0.525,0.804,8,-6.453,1,0.25,0.329,0.0,0.228,0.143,125.068,230960,4,nick
Empire of the Sun,Walking On A Dream,0mBkoM8r7KAQzZij5swTUL,0.87,0.699,5,-5.541,0,0.0459,0.245,6.76e-06,0.0588,0.726,126.967,198440,4,nick
Juice WRLD,Reminds Me Of You,5YSHygGN9D0mID1NsVd5my,0.613,0.631,4,-6.965,1,0.12,0.0663,0.0,0.169,0.33,149.992,158033,4,nick
Bazzi,Young & Alive,5RsKelNxucrDxgMbZ3vd3W,0.716,0.563,3,-5.486,1,0.0425,0.326,0.0,0.119,0.495,86.005,160465,4,nick
