,artist,track,uri,nick_history,jojo_history,rich_history,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,duration_ms,time_signature
739,G-Eazy,Moana,1Tfxi7N3DW4zvAuVjt9g8X,True,,,0.753,0.502,1,-6.879,1,0.264,0.0439,1.54e-06,0.128,0.349,205.895,audio_features,1Tfxi7N3DW4zvAuVjt9g8X,178217,4
740,Don Toliver,HAD ENOUGH (feat. Quavo & Offset),7LGWmZaoS7jZJ5tEi9EcDi,True,,,0.75,0.789,2,-4.578,1,0.108,0.253,0,0.129,0.673,147.957,audio_features,7LGWmZaoS7jZJ5tEi9EcDi,157133,4
741,Drake,Gyalchester,6UjfByV1lDLW0SOVQA4NAi,True,,True,0.877,0.391,1,-8.196,1,0.063,0.0317,0.000502,0.0945,0.122,131.018,audio_features,6UjfByV1lDLW0SOVQA4NAi,189230,4
742,Marian Hill,Down,5eCkuGPZNl4mISFNPgr3Dd,True,,,0.678,0.357,0,-14.712,0,0.128,0.675,0.00569,0.124,0.0661,113.301,audio_features,5eCkuGPZNl4mISFNPgr3Dd,197773,5
743,Justin Bieber,Come Around Me,2o9LAypwGH4ctV0i9boo6d,True,,,0.648,0.681,2,-8.389,0,0.0378,0.263,0.00783,0.0971,0.767,157.941,audio_features,2o9LAypwGH4ctV0i9boo6d,200773,4
744,Tones And I,The Kids Are Coming,76bvw5EDyhm1b3dfsOToYG,True,,,0.753,0.566,9,-8.21,0,0.298,0.193,6.31e-05,0.14,0.154,135.039,audio_features,76bvw5EDyhm1b3dfsOToYG,204521,4
745,Jarreau Vandal,Someone That You Love,3S2LNcyJre3hvJbPTcoghO,True,,,0.737,0.429,4,-8.261,1,0.0665,0.558,0,0.142,0.44,105.051,audio_features,3S2LNcyJre3hvJbPTcoghO,177063,4
746,Noah Cyrus,Live or Die,0OiXVxQHUFxvYxQew4xyhD,,,,0.71,0.365,8,-9.958,1,0.0749,0.234,0,0.244,0.396,74.952,audio_features,0OiXVxQHUFxvYxQew4xyhD,194253,4
747,Sam Tompkins,Whole,2JZixjPnrQ67VOPQRDKSmH,True,,,0.703,0.624,1,-5.758,1,0.0632,0.293,0,0.178,0.438,156.913,audio_features,2JZixjPnrQ67VOPQRDKSmH,174467,4
748,Martin Garrix,Won’t Let You Go,5UZA39t4lX42ApegVubl7f,True,,True,0.46,0.843,2,-5.164,0,0.0616,0.00623,0,0.16,0.276,125.982,audio_features,5UZA39t4lX42ApegVubl7f,217262,4
749,Yung Bae,"Bad Boy (with Wiz Khalifa, bbno$, MAX)",09Mxpg8wkI1ynsc3sVDiUU,True,,,0.849,0.718,6,-5.324,0,0.123,0.0187,0,0.0736,0.694,117.996,audio_features,09Mxpg8wkI1ynsc3sVDiUU,140209,4
750,A$AP Twelvyy,Diamonds (feat. A$AP Rocky),5G4JadFe3Kg1Tiwrw8yRcn,True,,,0.357,0.599,7,-6.99,1,0.116,0.0772,2.62e-06,0.163,0.126,136.831,audio_features,5G4JadFe3Kg1Tiwrw8yRcn,180474,4
751,benny blanco,Graduation (with Juice WRLD),6cjSh516BbrNUs213jDAGm,,,,0.731,0.65,0,-5.286,1,0.271,0.107,0,0.124,0.605,154.968,audio_features,6cjSh516BbrNUs213jDAGm,177847,4
752,Aerosmith,Walk This Way,5SZ6zX4rOrEQferfFC2MfP,True,,,0.653,0.73,5,-10.613,1,0.043,0.0114,1.03e-05,0.0754,0.894,108.705,audio_features,5SZ6zX4rOrEQferfFC2MfP,220400,4
753,Travis Scott,Watch (feat. Lil Uzi Vert & Kanye West),3DoBTwfr8yi2LN08SBpFkN,True,,,0.706,0.559,4,-5.216,0,0.0416,0.0372,0,0.379,0.252,78.534,audio_features,3DoBTwfr8yi2LN08SBpFkN,217405,4
754,Empire of the Sun,Alive,4w94do2H8MHiFJvIYF24VT,True,,True,0.649,0.747,5,-3.054,1,0.0489,0.00584,0.0171,0.698,0.0609,127.961,audio_features,4w94do2H8MHiFJvIYF24VT,227240,4
755,Jaden,Chateau,2mbAFKj9gePjW91G1WH3sp,True,,,0.759,0.812,8,-4.257,1,0.251,0.251,0,0.348,0.229,139.911,audio_features,2mbAFKj9gePjW91G1WH3sp,135880,4
756,michel ko,Shy,7rC5wanfy9OOtsYbGUbzgg,True,,,0.54,0.413,0,-9.999,1,0.06,0.506,7.87e-05,0.123,0.451,189.962,audio_features,7rC5wanfy9OOtsYbGUbzgg,209684,4
757,SLANDER,When I'm With You (feat. neverwaves),6bKr1OdjfJq2zv297uQlCq,True,,True,0.403,0.75,11,-4.781,1,0.0419,0.0157,0,0.117,0.187,145.204,audio_features,6bKr1OdjfJq2zv297uQlCq,258000,4
758,R3HAB,Creep - mint Singles,5LRxdeykOfvKb1aWGrrGyo,True,,,0.766,0.611,11,-9.251,1,0.0542,0.112,0.000606,0.187,0.128,126.0,audio_features,5LRxdeykOfvKb1aWGrrGyo,161190,4
759,Shanti Dope,Amatz,59aZ0ioyVrmtdut1KfU5aT,True,,,0.825,0.496,1,-8.562,1,0.0503,0.00817,0.000511,0.0827,0.185,127.987,audio_features,59aZ0ioyVrmtdut1KfU5aT,234375,4
760,Lil Skies,Bad Girls (feat. Gucci Mane),0hCHNYL8ApQCGNwJrYN1FY,True,,,0.771,0.761,1,-4.727,0,0.047,0.208,0,0.091,0.277,131.01,audio_features,0hCHNYL8ApQCGNwJrYN1FY,219664,4
761,XXXTENTACION,whoa (mind in awe),7pdF27mSDuPWhppnHAmWHa,True,,True,0.735,0.525,6,-2.939,0,0.0441,0.653,0.918,0.101,0.369,160.147,audio_features,7pdF27mSDuPWhppnHAmWHa,157777,4
762,ROLE MODEL,minimal,28sNP4vXS6EtFr2VKPhCTQ,True,,,0.575,0.679,1,-4.442,1,0.0432,0.547,0,0.34,0.204,169.886,audio_features,28sNP4vXS6EtFr2VKPhCTQ,163340,3
763,J. Cole,KOD,7yotKA30dwTKNEGomV9ZsI,True,,,0.823,0.783,0,-6.274,1,0.154,0.21,0,0.113,0.199,141.882,audio_features,7yotKA30dwTKNEGomV9ZsI,191437,4
764,Martin Garrix,Love Runs Out (feat. G-Eazy & Sasha Alex Sloan),3jbAzLVcHiI5hYSkcKe1Ty,True,,True,0.647,0.642,9,-7.306,0,0.0743,0.262,0,0.134,0.48,90.045,audio_features,3jbAzLVcHiI5hYSkcKe1Ty,164167,4
765,Kane Brown,Memory - Feather Remix,1Wpe3EXorasdlnzUOX472Z,True,,,0.481,0.493,6,-10.853,0,0.0459,0.0457,1.69e-06,0.129,0.627,178.064,audio_features,1Wpe3EXorasdlnzUOX472Z,186067,4
766,The Weeknd,Less Than Zero,2D4dV2KXDTszzJ3p3cFqhA,True,,,0.535,0.791,0,-5.55,1,0.0327,0.00096,0.000155,0.0788,0.5,142.981,audio_features,2D4dV2KXDTszzJ3p3cFqhA,211814,4
767,Kanye West,Violent Crimes,2VYb3Fb5iK5Y8HGZ8oEEkp,True,True,True,0.665,0.417,1,-6.731,0,0.524,0.374,0,0.186,0.04,110.111,audio_features,2VYb3Fb5iK5Y8HGZ8oEEkp,215320,4
768,Childish Gambino,Retro (Rough),1nRTH500HbZX8PYwT4ZMby,True,,,0.862,0.614,5,-5.875,0,0.0393,0.246,0.00757,0.113,0.323,110.061,audio_features,1nRTH500HbZX8PYwT4ZMby,202667,4
769,Pop Smoke,Gangstas,1hg3RlqFZXJb5YgRoK9qmF,True,,,0.548,0.506,4,-7.434,0,0.102,0.203,0.0001,0.0788,0.557,119.987,audio_features,1hg3RlqFZXJb5YgRoK9qmF,160000,5
770,NAV,Wanted You (feat. Lil Uzi Vert),790MhTXPFrYkrqCKvpg4t1,True,,True,0.795,0.728,9,-4.712,0,0.0544,0.207,0,0.237,0.582,146.979,audio_features,790MhTXPFrYkrqCKvpg4t1,228080,4
771,Rae Sremmurd,Powerglide (feat. Juicy J) - From SR3MM,1BuZAIO8WZpavWVbbq3Lci,True,,True,0.713,0.831,1,-4.75,0,0.15,0.0168,0,0.118,0.584,173.948,audio_features,1BuZAIO8WZpavWVbbq3Lci,332301,4
772,Tai Verdes,Stuck In The Middle,4y3BUo2hp0MxylfbUaqRyJ,True,,,0.871,0.501,9,-8.904,1,0.0466,0.371,0,0.0939,0.848,119.953,audio_features,4y3BUo2hp0MxylfbUaqRyJ,196000,4
773,Drake,Can’t Take A Joke,7cfvP13Bqb1EyCZQiYsLum,True,,True,0.878,0.432,10,-9.852,0,0.143,0.041,0,0.0571,0.441,86.956,audio_features,7cfvP13Bqb1EyCZQiYsLum,163973,4
774,Camila Cabello,Havana (feat. Young Thug),0ofbQMrRDsUaVKq2mGLEAb,True,,True,0.768,0.517,7,-4.323,0,0.0312,0.186,3.8e-05,0.104,0.418,104.992,audio_features,0ofbQMrRDsUaVKq2mGLEAb,216897,4
775,Lil Mosey,Blueberry Faygo,22LAwLoDA5b4AaGSkg6bKW,True,,True,0.774,0.554,0,-7.909,1,0.0383,0.207,0,0.132,0.349,99.034,audio_features,22LAwLoDA5b4AaGSkg6bKW,162547,4
776,KSHMR,Around the World (feat. NOUMENN) [Official Sunburn Goa Anthem 2021],6ZX8X4GRnIAOPQs3vduWHH,True,,,0.582,0.863,5,-4.067,1,0.0356,0.0334,1.42e-05,0.371,0.333,112.073,audio_features,6ZX8X4GRnIAOPQs3vduWHH,199018,4
777,Yeezy Activist,Baby Call Out,2yJvdipndAlsJj3zWmpb76,,,,0.751,0.291,2,-16.108,1,0.153,0.948,1.71e-06,0.28,0.617,100.475,audio_features,2yJvdipndAlsJj3zWmpb76,143056,4
778,Kygo,Stargazing,0Zbbxnx4SGGHoIow4PpISP,True,,,0.677,0.497,5,-5.763,1,0.0809,0.152,0,0.0911,0.419,99.137,audio_features,0Zbbxnx4SGGHoIow4PpISP,236853,4
779,Childish Gambino,Sober,5NhlpQ6BOIz3S5welptk1W,True,,True,0.707,0.562,0,-7.621,1,0.0305,0.124,1.58e-05,0.561,0.418,98.094,audio_features,5NhlpQ6BOIz3S5welptk1W,252026,4
780,Kygo,"Carry On (from the Original Motion Picture ""POKÉMON Detective Pikachu"")",3y3brCCecHC3Db18aIOnny,True,,,0.591,0.705,9,-6.519,0,0.079,0.381,0.000116,0.131,0.27,121.799,audio_features,3y3brCCecHC3Db18aIOnny,215316,4
781,ONE OK ROCK,Wherever you are,0YAMQSmHk6BSUGTYpaoqTJ,True,,,0.379,0.69,4,-4.79,1,0.0549,0.0286,0,0.335,0.288,173.716,audio_features,0YAMQSmHk6BSUGTYpaoqTJ,295600,4
782,Lil Wayne,Famous (feat. Reginae Carter),05r1GGg1Rhs0RcUg27C82a,True,,,0.623,0.568,9,-5.664,1,0.144,0.0302,0,0.25,0.115,149.852,audio_features,05r1GGg1Rhs0RcUg27C82a,242050,4
783,VIC MENSA,Reverse (feat. G-Eazy),5Vvu6MkyvNVdbsD5oV49Aw,True,,,0.836,0.703,0,-4.731,1,0.106,0.031,0,0.124,0.211,144.959,audio_features,5Vvu6MkyvNVdbsD5oV49Aw,211893,4
784,GoldLink,Herside Story,564oa00vY05d1uYnTEAAmE,True,,,0.885,0.595,7,-5.487,1,0.286,0.656,4.42e-06,0.105,0.754,148.034,audio_features,564oa00vY05d1uYnTEAAmE,183760,4
785,The Weeknd,Hardest To Love,6kWxIqQDsKFYCJGbU4AjCX,True,,,0.467,0.608,10,-7.847,1,0.0707,0.0909,8.83e-05,0.125,0.108,80.957,audio_features,6kWxIqQDsKFYCJGbU4AjCX,211400,4
786,24kGoldn,A LOT TO LOSE,4l1pEoIJvTP4eJzvuoHI4U,True,,,0.608,0.756,1,-5.664,1,0.0467,0.206,0,0.127,0.429,159.934,audio_features,4l1pEoIJvTP4eJzvuoHI4U,180760,4
787,iann dior,gone girl,6G0FACzGN80Dj2v4ass5rq,True,,True,0.677,0.714,11,-5.637,1,0.0287,0.162,0,0.0717,0.355,94.956,audio_features,6G0FACzGN80Dj2v4ass5rq,136568,4
788,Meek Mill,Stay Woke (feat. Miguel),0qI4TYcBno4YBhjuH3HV0A,True,,,0.461,0.694,1,-6.636,1,0.158,0.047,0,0.0938,0.117,94.216,audio_features,0qI4TYcBno4YBhjuH3HV0A,212501,4
789,Joyner Lucas,The War (feat. Young Thug),2o1dvKh58G11C51Y9EgBs3,True,,,0.808,0.377,8,-10.098,0,0.0961,0.569,1.75e-05,0.097,0.308,126.096,audio_features,2o1dvKh58G11C51Y9EgBs3,216471,4
790,Alison Wonderland,Church,6Apozxrk03AIyQwyswUjbt,True,,True,0.551,0.681,10,-4.873,0,0.0401,0.0251,0,0.481,0.227,94.052,audio_features,6Apozxrk03AIyQwyswUjbt,183912,4
791,ØZI,LAVA!,4uzLQs0FW2f3xZmw2Ox8U2,True,,,0.615,0.572,9,-3.55,1,0.0867,0.1,0,0.0982,0.508,87.896,audio_features,4uzLQs0FW2f3xZmw2Ox8U2,201948,4
792,G-Eazy,Leviathan,5oZvmo8ARpuBbaGArm8cBn,True,,,0.663,0.51,8,-8.823,1,0.192,0.0277,0,0.27,0.131,96.223,audio_features,5oZvmo8ARpuBbaGArm8cBn,227027,4
793,Thekidszn,Leave Me Alone,5iX1FIxAdb3YoWP846kjvP,True,,,0.701,0.492,8,-10.576,0,0.05,0.258,0,0.112,0.2,88.989,audio_features,5iX1FIxAdb3YoWP846kjvP,109000,4
794,Rex Orange County,New House,79yScU3wNnv2yPF3awYqnU,,,,0.402,0.378,1,-8.682,0,0.0436,0.807,0,0.242,0.317,73.262,audio_features,79yScU3wNnv2yPF3awYqnU,199052,4
795,Big Sean,Halfway Off The Balcony,4atJ40xfasjdM9ZF3p07BV,True,,,0.525,0.804,8,-6.453,1,0.25,0.329,0,0.228,0.143,125.068,audio_features,4atJ40xfasjdM9ZF3p07BV,230960,4
796,Justin Bieber,Hold On,4u4NyuceXP7Uzh7XFJKCr1,True,True,True,0.658,0.634,1,-5.797,0,0.0413,0.0106,0,0.132,0.29,139.98,audio_features,4u4NyuceXP7Uzh7XFJKCr1,170813,4
797,Seven Lions,First Time (feat. Dylan Matthew),27YD36FUikKxbp3bKSiKGZ,True,,True,0.422,0.677,11,-5.76,1,0.0365,0.251,3.55e-06,0.16,0.146,150.131,audio_features,27YD36FUikKxbp3bKSiKGZ,297782,4
798,Jaden,Rainbow Bap,0hmA5UgR7wphVWN83AVDgF,True,,True,0.73,0.46,1,-8.301,0,0.224,0.438,0.00102,0.126,0.226,97.947,audio_features,0hmA5UgR7wphVWN83AVDgF,280308,4
799,Empire of the Sun,Walking On A Dream,0mBkoM8r7KAQzZij5swTUL,True,,,0.87,0.699,5,-5.541,0,0.0459,0.245,6.76e-06,0.0588,0.726,126.967,audio_features,0mBkoM8r7KAQzZij5swTUL,198440,4
800,Juice WRLD,Reminds Me Of You,5YSHygGN9D0mID1NsVd5my,True,,,0.613,0.631,4,-6.965,1,0.12,0.0663,0,0.169,0.33,149.992,audio_features,5YSHygGN9D0mID1NsVd5my,158033,4
801,Bazzi,Young & Alive,5RsKelNxucrDxgMbZ3vd3W,True,,,0.716,0.563,3,-5.486,1,0.0425,0.326,0,0.119,0.495,86.005,audio_features,5RsKelNxucrDxgMbZ3vd3W,160465,4
802,KYLE,iSpy (feat. Lil Yachty),2EEeOnHehOozLq4aS0n6SL,True,,,0.746,0.653,7,-6.745,1,0.289,0.378,0,0.229,0.672,75.016,audio_features,2EEeOnHehOozLq4aS0n6SL,253107,4
803,Jorja Smith,Lost & Found,6jaLFu5HvfNrI1JmcM4eXu,True,,True,0.653,0.5,0,-9.203,1,0.108,0.243,0.0027,0.105,0.325,76.041,audio_features,6jaLFu5HvfNrI1JmcM4eXu,314433,4
804,Tory Lanez,The Color Violet,3azJifCSqg9fRij2yKIbWz,True,,,0.645,0.534,6,-10.8,0,0.0479,0.157,0,0.0863,0.463,105.02,audio_features,3azJifCSqg9fRij2yKIbWz,226467,4
805,Alesso,Going Dumb (with Stray Kids),3Ea1CNsTqBY4RtAESrBeNI,True,,,0.834,0.651,6,-4.855,0,0.0595,0.153,0,0.146,0.49,121.978,audio_features,3Ea1CNsTqBY4RtAESrBeNI,169506,4
806,KIDS SEE GHOSTS,Kids See Ghosts,2I3dW2dCBZAJGj5X21E53k,,True,True,0.841,0.682,2,-7.007,1,0.0458,0.113,9.65e-05,0.131,0.338,94.985,audio_features,2I3dW2dCBZAJGj5X21E53k,245098,4
807,Justin Bieber,Red Eye (feat. TroyBoi),24OeEKPQ8qqNZnPevRHxUT,True,,,0.815,0.816,5,-4.393,0,0.0513,0.0501,0.000887,0.0761,0.774,96.033,audio_features,24OeEKPQ8qqNZnPevRHxUT,187453,4
808,Imagine Dragons,Bones,54ipXppHLA8U4yqpOFTUhr,True,,True,0.772,0.75,5,-3.67,0,0.0455,0.0201,0,0.074,0.587,114.061,audio_features,54ipXppHLA8U4yqpOFTUhr,165265,4
809,Post Malone,Rich & Sad,2VdT56BGpdqNHUgOe1j5vc,True,,,0.599,0.571,2,-4.998,1,0.0665,0.198,0,0.0969,0.285,151.974,audio_features,2VdT56BGpdqNHUgOe1j5vc,206453,4
810,Kiiara,Whippin (feat. Felix Snow),3QWjljChcOMkRDYSzF33Qr,True,,,0.87,0.502,5,-7.497,0,0.0549,0.549,0.00356,0.0916,0.673,82.53,audio_features,3QWjljChcOMkRDYSzF33Qr,160597,4
811,Kota the Friend,Colorado,3DbBgbnDUOml329rAp2Tbr,True,,True,0.905,0.562,8,-7.884,1,0.0662,0.453,0.000285,0.13,0.507,139.997,audio_features,3DbBgbnDUOml329rAp2Tbr,206500,4
812,Bruno Mars,Smokin Out The Window,4iN16F8JtVxG2UTzp3avGl,True,True,True,0.627,0.618,2,-8.529,1,0.0437,0.0558,0,0.351,0.848,82.03,audio_features,4iN16F8JtVxG2UTzp3avGl,197443,4
813,Lil Nas X,TALES OF DOMINICA,5S4PZ7AuYlYiVIVik3wHUf,True,,,0.742,0.734,8,-5.582,0,0.0407,0.629,0.00314,0.0834,0.541,114.952,audio_features,5S4PZ7AuYlYiVIVik3wHUf,146006,4
814,SAINt JHN,Roses - Imanbek Remix,7fPuWrlpwDcHm5aHCH5D9t,True,,True,0.785,0.721,8,-5.457,1,0.0506,0.0149,0.00432,0.285,0.894,121.962,audio_features,7fPuWrlpwDcHm5aHCH5D9t,176219,4
815,Fiji Blue,I Should've Told You,5Q9KfZHV6BZZLQzhKpfPpq,True,,,0.725,0.66,8,-7.206,1,0.0663,0.465,0.000292,0.0848,0.456,117.009,audio_features,5Q9KfZHV6BZZLQzhKpfPpq,197523,4
816,Sheff G,On Go (feat. Polo G),3Ho13bRS28xEvGvgW4LOFM,True,,,0.88,0.427,9,-6.004,0,0.323,0.459,1.28e-06,0.119,0.623,103.542,audio_features,3Ho13bRS28xEvGvgW4LOFM,180806,3
817,Yung Booke,Put That Shit On,22uSriiiyQraLjiw9LvJHM,True,,,0.842,0.589,2,-9.814,1,0.0703,0.0392,0,0.0759,0.193,129.995,audio_features,22uSriiiyQraLjiw9LvJHM,217111,4
818,Timeflies,Semi-Charmed,3SEkzQLbiYvYZHbhc1tXn4,True,,,0.753,0.705,7,-5.765,1,0.0761,0.0449,0,0.16,0.737,119.993,audio_features,3SEkzQLbiYvYZHbhc1tXn4,179750,4
819,Ashe,Moral of the Story,2nC3QhMI9reBIOWutbU3Tj,True,,,0.572,0.406,10,-8.624,1,0.0427,0.587,4.48e-06,0.102,0.265,119.812,audio_features,2nC3QhMI9reBIOWutbU3Tj,201084,4
820,NLE Choppa,Jumpin (feat. Polo G),1z7LV5wkExwW8YJk0IrPUA,True,,,0.826,0.616,2,-5.479,1,0.328,0.241,0,0.287,0.612,127.925,audio_features,1z7LV5wkExwW8YJk0IrPUA,181199,4
821,88rising,Plans (feat. Vory),2W8d6AkRCP2qD89z1zK5MJ,True,,True,0.917,0.541,0,-8.345,1,0.0944,0.145,3.25e-05,0.0409,0.752,101.005,audio_features,2W8d6AkRCP2qD89z1zK5MJ,138391,4
822,Travis Scott,goosebumps,6gBFPUFcJLzWGx4lenP6h2,True,,True,0.841,0.728,7,-3.37,1,0.0484,0.0847,0,0.149,0.43,130.049,audio_features,6gBFPUFcJLzWGx4lenP6h2,243837,4
823,21 Savage,Immortal,4IO8X9W69dIQe0EC5ALXhq,True,,,0.741,0.87,6,-3.494,0,0.503,0.00813,0,0.114,0.663,184.194,audio_features,4IO8X9W69dIQe0EC5ALXhq,254723,4
824,Bearson,It's Not This,12ZC7GrMQNo6xXJdN89d8P,True,,,0.828,0.407,2,-4.983,0,0.0455,0.456,0.000713,0.0771,0.559,78.046,audio_features,12ZC7GrMQNo6xXJdN89d8P,190769,4
825,ILLENIUM,Good Things Fall Apart (with Jon Bellion),6pooRNiLyYpxZeIA5kJ5EX,True,,True,0.643,0.594,2,-5.453,1,0.0318,0.0128,0,0.118,0.442,144.033,audio_features,6pooRNiLyYpxZeIA5kJ5EX,216668,4
826,MitiS,Try (feat. RØRY),2qS7S9ramy7bLIiM71eXVX,True,,,0.493,0.589,4,-6.015,1,0.0334,0.263,0,0.196,0.136,132.075,audio_features,2qS7S9ramy7bLIiM71eXVX,252727,4
827,Jack Harlow,SUVs (Black on Black),1MIGkQxcdAt2lDx6ySpsc5,True,,True,0.801,0.688,1,-4.594,1,0.396,0.144,0,0.107,0.5,162.928,audio_features,1MIGkQxcdAt2lDx6ySpsc5,157675,4
828,DVBBS,Swim,6qsZogIYZl976t9RyRqPjO,True,,True,0.721,0.756,2,-5.518,0,0.0343,0.17,3.09e-06,0.469,0.602,125.978,audio_features,6qsZogIYZl976t9RyRqPjO,172269,4
829,Petit Biscuit,Sunset Lover,0hNduWmlWmEmuwEFcYvRu1,True,,True,0.783,0.467,6,-9.474,1,0.0503,0.729,0.809,0.109,0.236,90.838,audio_features,0hNduWmlWmEmuwEFcYvRu1,237793,4
830,Aries,KIDS ON MOLLY,4CbRVZuohuxJPMqvvWb2lT,True,,,0.572,0.674,0,-8.592,0,0.0805,0.0808,1.44e-06,0.175,0.487,166.09,audio_features,4CbRVZuohuxJPMqvvWb2lT,163373,4
831,H.E.R.,Slide,2rTnVB1bvwxHtaIl4uVu7f,True,,True,0.832,0.469,10,-9.141,0,0.339,0.0807,8.26e-06,0.207,0.197,97.023,audio_features,2rTnVB1bvwxHtaIl4uVu7f,238321,4
832,Imagine Dragons,Natural,2FY7b99s15jUprqC0M5NCT,True,,True,0.704,0.611,2,-6.112,1,0.0409,0.217,0,0.0812,0.22,100.0,audio_features,2FY7b99s15jUprqC0M5NCT,189467,4
833,Magic Power,射手,2AKqbtVArdppbDyXSlQ1La,True,,,0.747,0.785,8,-4.873,1,0.0372,0.00897,4.17e-05,0.0719,0.505,129.989,audio_features,2AKqbtVArdppbDyXSlQ1La,239733,4
834,Kanye West,Selah,39JRmdKFka1Oe09FoOCPI4,,True,,0.482,0.618,9,-5.673,0,0.197,0.647,0.000859,0.32,0.146,90.076,audio_features,39JRmdKFka1Oe09FoOCPI4,164620,3
835,The Weeknd,Scared To Live,4BGZF4oLbTL0pWm7C18pbv,True,,,0.504,0.498,0,-8.24,1,0.0499,0.131,0,0.0929,0.196,87.221,audio_features,4BGZF4oLbTL0pWm7C18pbv,191307,4
836,Unlike Pluto,Everything Black,3UEnF6y5tyHVtMzldS3svp,True,,,0.62,0.864,5,-4.334,0,0.114,0.0323,0,0.117,0.395,98.059,audio_features,3UEnF6y5tyHVtMzldS3svp,228980,4
837,ILLENIUM,Crazy Times,65Ue0jbK1lhMuWc9XfVanh,True,,,0.476,0.507,1,-8.058,1,0.0459,0.405,1.13e-05,0.113,0.17,150.204,audio_features,65Ue0jbK1lhMuWc9XfVanh,230400,4
838,Rich The Kid,Tic Toc (with Tory Lanez),7cWmR9RLLMY6bj28q4bhvz,True,,,0.78,0.643,1,-4.154,1,0.121,0.0381,0,0.115,0.211,169.995,audio_features,7cWmR9RLLMY6bj28q4bhvz,150041,4
839,Marshmello,Project Dreams,6GSkLS2y4ZnnZsuRAj975K,True,,,0.78,0.828,8,-2.235,1,0.237,0.409,0,0.104,0.786,160.113,audio_features,6GSkLS2y4ZnnZsuRAj975K,167898,4
840,Joji,XNXX,0qpSvzE0Rws3gVZNZCf04v,,,True,0.388,0.52,2,-8.354,1,0.0593,0.257,0.185,0.113,0.196,84.851,audio_features,0qpSvzE0Rws3gVZNZCf04v,127318,4
841,Machine Gun Kelly,"Home (with Machine Gun Kelly, X Ambassadors & Bebe Rexha)",0OI7AFifLSoGzpb8bdBLLV,True,,,0.653,0.718,3,-5.232,0,0.213,0.00413,0,0.0537,0.216,82.034,audio_features,0OI7AFifLSoGzpb8bdBLLV,202805,4
842,Abhi The Nomad,Sex n' Drugs,0G2wimhVoDYXbQ6csDxtSf,True,,,0.831,0.32,7,-7.916,1,0.143,0.299,0,0.0757,0.319,80.935,audio_features,0G2wimhVoDYXbQ6csDxtSf,217778,4
843,NAV,Held Me Down,0jiW3PNiHJxOhWh9oPBJ7m,True,,,0.826,0.422,3,-8.217,0,0.11,0.483,0,0.108,0.223,119.997,audio_features,0jiW3PNiHJxOhWh9oPBJ7m,228107,4
844,Martin Garrix,There for You,6jA8HL9i4QGzsj6fjoxp8Y,True,,True,0.611,0.644,6,-7.607,0,0.0553,0.124,0,0.124,0.13,105.969,audio_features,6jA8HL9i4QGzsj6fjoxp8Y,221904,4
845,Kanye West,Ok Ok pt 2,1QCqedB1ibmRO9x7Ikb5LI,True,True,,0.641,0.473,11,-9.068,0,0.422,0.406,2.14e-06,0.13,0.412,82.295,audio_features,1QCqedB1ibmRO9x7Ikb5LI,204630,4
846,Drake,In My Feelings,0bAkKNCQfWkexHFn7fIKns,True,,True,0.735,0.482,8,-9.445,1,0.139,0.00623,0.0144,0.448,0.315,181.995,audio_features,0bAkKNCQfWkexHFn7fIKns,217933,4
847,ILLENIUM,Lost,4rIAqwhHGfWChQvQGYwEfR,True,,True,0.671,0.616,8,-5.906,1,0.0483,0.101,0.00639,0.0966,0.327,135.054,audio_features,4rIAqwhHGfWChQvQGYwEfR,200000,4
848,Sylo,Ginny,6i5a50hEuC7FtJoBVqKpcT,True,,,0.782,0.48,10,-8.913,0,0.3,0.412,1.59e-06,0.201,0.781,90.094,audio_features,6i5a50hEuC7FtJoBVqKpcT,195806,4
849,Rich Brian,Sometimes,4TQKvKtmAWsiOHGXSYkm7K,True,,True,0.624,0.804,2,-6.076,1,0.0679,0.199,3.39e-05,0.0738,0.182,102.55,audio_features,4TQKvKtmAWsiOHGXSYkm7K,240000,4
850,Aerosmith,Crazy,74irxdVWstNlEQjsvArITq,True,,,0.37,0.866,6,-3.879,0,0.0384,0.0868,0,0.137,0.427,162.086,audio_features,74irxdVWstNlEQjsvArITq,316693,3
851,Cordae,RNP (feat. Anderson .Paak),5lw8Mgb4LyhriPIC86gV6e,True,,,0.611,0.714,9,-4.696,0,0.856,0.184,0,0.145,0.628,196.043,audio_features,5lw8Mgb4LyhriPIC86gV6e,175828,4
852,Kanye West,Use This Gospel,0oPOuDmmkVp3h6puekhs6P,True,True,,0.611,0.459,0,-3.926,0,0.0422,0.614,0,0.126,0.177,148.28,audio_features,0oPOuDmmkVp3h6puekhs6P,213878,4
853,A$AP Ferg,Floor Seats,6AomCkEOQUODCYzQwH4SWC,True,,,0.705,0.733,5,-4.942,1,0.102,0.069,0.154,0.823,0.681,135.993,audio_features,6AomCkEOQUODCYzQwH4SWC,157507,4
854,Lil Wayne,Bing James (ft. Jay Rock),3wGkYZLDYtULqg635DyKw8,True,,,0.749,0.657,9,-5.186,0,0.339,0.197,0,0.0713,0.69,169.936,audio_features,3wGkYZLDYtULqg635DyKw8,203681,4
